Date,Roll No,Department,Programme,Entry Time,Exit Time
2024-05-14,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),18:40,21:56
2024-05-20,PHI23019,Physics,Integrated M. Sc. in Physics,14:31,17:07
2026-04-04,EGE25271,English,M. A. in English,01:44,03:00
2025-06-03,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,10:35,11:19
2026-01-31,COM25133,Commerce,M.Com,22:13,03:00
2025-02-23,COI21021,Commerce,Integrated M. Com.,09:02,15:09
2025-08-11,EGI21283,English,Integrated M.A. in English,18:43,20:18
2026-02-22,EGE22235,English,M. A. in English,16:32,18:38
2025-08-22,EDE25291,Education,M. Ed.,17:33,00:11
2024-06-08,FLB23255,Linguistics and Language Technology,BA in Chinese,15:16,17:19
2026-03-02,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),22:04,03:00
2026-03-01,ASP24139,Assamese,Ph.D. in Assamese,17:57,20:59
2026-01-03,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,12:50,19:11
2025-11-05,EEB24224,Electrical Engineering,B. Tech. in Electrical Engineering,22:36,01:38
2025-12-15,PHP21201,Physics,Ph.D. in Physics,12:52,20:50
2025-08-13,EEB23065,Electrical Engineering,B. Tech. in Electrical Engineering,01:27,02:22
2025-12-22,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,23:16,01:31
2024-08-25,MRP24117,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,12:44,16:58
2026-01-24,BAT21215,Business Administration,Master of Tourism & Travel Management,17:38,19:17
2024-10-15,DEM21057,Design,Master of Design,01:51,03:00
2024-07-08,EDM23216,Education,M. A. in Education,16:37,23:29
2025-08-10,BAT21198,Business Administration,Master of Tourism & Travel Management,12:47,16:41
2025-02-03,MEP24125,Mechanical Engineering,Ph.D. in Mechanical Engineering,22:37,02:29
2025-08-31,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,20:17,00:03
2026-03-20,ENP20037,Energy,Ph.D. in Energy,14:39,18:48
2024-07-28,EEP20135,Electrical Engineering,Ph.D. in Electrical Engineering,10:46,18:19
2025-06-26,HIM20022,Hindi,M. A. in Hindi,01:40,03:00
2025-07-02,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,18:04,18:55
2026-01-02,PHP25250,Physics,Ph.D. in Physics,17:01,19:52
2026-02-10,BAT24103,Business Administration,Master of Tourism & Travel Management,19:40,00:48
2026-02-14,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,21:30,01:34
2025-03-21,EDB24211,Education,B. Ed.,17:37,22:10
2025-02-25,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,09:29,12:53
2024-10-13,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,20:20,02:58
2025-12-24,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),20:53,03:00
2026-04-18,BAT24103,Business Administration,Master of Tourism & Travel Management,14:36,18:44
2026-04-26,EDT25237,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,19:52,01:16
2025-11-05,EDP24172,Education,Ph.D. in Education,23:21,02:50
2025-09-13,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,02:18,03:00
2025-06-12,COP21145,Commerce,Ph.D. in Commerce,00:12,01:00
2025-09-26,BAT21215,Business Administration,Master of Tourism & Travel Management,09:05,16:09
2025-03-12,MSB22081,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),20:02,01:15
2024-12-16,MCP21275,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,17:57,00:00
2026-01-01,PHI25043,Physics,Integrated M. Sc. in Physics,13:01,15:14
2024-09-01,PHM21300,Physics,M. Sc. in Physics,19:46,00:56
2025-02-07,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,01:55,03:00
2025-12-25,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,17:54,01:02
2024-08-01,BAT23120,Business Administration,Master of Tourism & Travel Management,20:53,21:47
2026-03-05,CSM22121,Computer Science & Engineering,Master of Computer Application  (MCA),22:00,03:00
2024-10-10,EDP21076,Education,Ph.D. in Education,01:56,02:52
2026-01-19,EDM22149,Education,M. A. in Education,10:17,16:29
2026-01-20,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,21:21,23:55
2024-06-07,SWP23026,Social Work,Ph.D. in Social Work,21:15,02:55
2025-10-21,EGP20243,English,Ph.D. in English,18:40,23:00
2025-10-07,CHP22257,Chemical Sciences,Ph.D. in Chemical Sciences,21:13,02:15
2025-12-20,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,02:22,03:00
2025-04-01,WSP22222,Women Study,Ph.D. in Women Study,10:11,15:42
2025-06-19,SOM24143,Sociology,M.A. in Sociology,16:50,20:33
2025-11-15,EGL22151,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,16:08,19:13
2026-04-22,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,09:20,11:34
2024-12-15,ASM21202,Assamese,M.A. in Assamese,11:32,18:20
2025-04-25,DEM24129,Design,Master of Design,12:36,18:17
2025-09-24,EDE23249,Education,M. Ed.,21:23,02:35
2026-03-05,MBI25058,Molecular Biology & Biotechnology,Integrated M.Sc. Life Science,20:49,03:00
2025-06-28,ECD20191,Electronics & Communication Engineering,M. Tech in Bioelectronics,10:02,14:37
2025-04-07,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,23:03,02:54
2024-06-04,PHB20269,Physics,Integrated B.Sc.B.Ed. (Physics Major),21:42,01:40
2025-11-24,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,02:17,03:00
2025-03-18,SOM24143,Sociology,M.A. in Sociology,22:29,03:00
2025-01-11,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,17:01,21:37
2026-02-14,WSP21105,Women Study,Ph.D. in Women Study,10:13,11:11
2025-08-09,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,16:31,17:55
2025-12-20,LAP20040,Law,Ph.D. in Law,23:00,03:00
2025-05-25,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,20:18,02:44
2024-05-09,PHP23245,Physics,Ph.D. in Physics,11:07,15:27
2026-03-02,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,22:58,23:54
2026-03-22,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,14:48,20:47
2024-09-22,HIM20177,Hindi,M. A. in Hindi,17:30,18:58
2024-06-24,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,15:12,20:17
2026-02-28,CEB21266,Civil Engineering,B. Tech. in Civil Engineering,15:41,16:36
2026-02-11,EDP24172,Education,Ph.D. in Education,09:22,12:20
2024-05-08,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,19:12,22:59
2025-08-29,SWP25079,Social Work,Ph.D. in Social Work,09:22,15:45
2025-09-08,PHI24246,Physics,Integrated M. Sc. in Physics,01:23,03:00
2026-04-05,ESP25214,Environmental Sciences,Ph.D. in Environmental Sciences,12:27,20:09
2025-07-22,EEP22174,Electrical Engineering,Ph.D. in Electrical Engineering,17:42,21:08
2025-10-02,EDB24211,Education,B. Ed.,16:59,18:13
2025-09-30,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,19:11,00:40
2025-08-24,DEP21240,Design,Ph.D. in Design,02:05,03:00
2024-12-04,WSM23031,Women Study,M. A. in Women Studies,20:39,01:57
2024-10-16,MSM20287,Mathematical Sciences,M. Sc. in Mathematics,14:29,20:37
2024-08-08,EEB24224,Electrical Engineering,B. Tech. in Electrical Engineering,17:46,18:36
2025-12-25,WSP25220,Women Study,Ph.D. in Women Study,15:04,20:22
2026-01-18,FEB20140,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,19:44,02:00
2026-01-03,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,23:08,00:11
2025-04-30,ECD20189,Electronics & Communication Engineering,M. Tech in Bioelectronics,14:28,17:34
2025-12-23,FLB23228,Linguistics and Language Technology,BA in Chinese,12:02,14:36
2025-01-09,FET24278,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,14:21,20:35
2025-09-16,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,22:55,03:00
2025-10-05,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,22:37,03:00
2024-10-30,CTP23171,Cultural Studies,Ph.D. in Cultural Studies,00:35,03:00
2026-02-28,ASP22299,Assamese,Ph.D. in Assamese,12:16,16:04
2025-09-13,PHI24246,Physics,Integrated M. Sc. in Physics,01:35,02:14
2025-01-23,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,20:21,01:31
2026-01-24,SWM20161,Social Work,M. A. in Social Work,22:49,03:00
2025-05-09,WSM23031,Women Study,M. A. in Women Studies,20:05,01:58
2025-11-25,CTM22153,Cultural Studies,M.A. in Cultural Studies,11:26,15:37
2025-10-05,MSP22179,Mathematical Sciences,Ph.D. in Mathematical Sciences,13:45,19:31
2024-05-24,FLB20221,Linguistics and Language Technology,BA in Chinese,22:25,00:52
2026-03-20,COM25242,Commerce,M.Com,12:31,15:27
2024-12-20,BAP24091,Business Administration,Ph.D. in Business Administration,14:55,17:31
2025-12-04,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,15:12,20:56
2025-09-05,CTM25173,Cultural Studies,M.A. in Cultural Studies,20:12,02:52
2024-06-11,EGI21049,English,Integrated M.A. in English,16:17,18:33
2024-11-15,EDP20006,Education,Ph.D. in Education,13:03,19:55
2025-12-08,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,11:29,18:02
2026-01-24,MEB22066,Mechanical Engineering,B. Tech. in Mechanical Engineering,10:42,18:08
2025-08-13,EDP22251,Education,Ph.D. in Education,18:50,19:45
2024-12-31,EDE23249,Education,M. Ed.,11:22,15:19
2025-05-26,PHP23122,Physics,Ph.D. in Physics,00:04,02:21
2025-02-01,MEB24230,Mechanical Engineering,B. Tech. in Mechanical Engineering,13:01,16:12
2026-01-10,ECS20085,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,23:24,03:00
2025-04-15,BAM23180,Business Administration,Master of Business Administration,12:54,16:01
2024-08-17,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,00:30,03:00
2025-12-04,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,20:42,21:34
2024-11-03,BAT21166,Business Administration,Master of Tourism & Travel Management,13:55,18:42
2026-03-19,MBM25014,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,21:17,03:00
2024-09-05,BAP24091,Business Administration,Ph.D. in Business Administration,19:22,23:40
2026-03-16,MEP23212,Mechanical Engineering,Ph.D. in Mechanical Engineering,09:38,16:26
2025-02-14,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,14:56,16:48
2025-10-21,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),14:03,17:09
2025-02-22,FLB21260,Linguistics and Language Technology,BA in Chinese,21:09,01:44
2025-06-23,CSM22121,Computer Science & Engineering,Master of Computer Application  (MCA),19:37,20:54
2024-11-26,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,00:37,02:17
2025-02-10,ECS20085,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,15:39,20:56
2024-06-25,BAT21166,Business Administration,Master of Tourism & Travel Management,10:56,13:53
2026-02-07,PHI24246,Physics,Integrated M. Sc. in Physics,00:13,02:06
2025-08-14,ASM20130,Assamese,M.A. in Assamese,00:40,03:00
2025-08-18,DEM21195,Design,Master of Design,22:41,03:00
2025-01-18,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,17:29,22:02
2024-07-15,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,11:03,16:53
2026-04-26,CST25279,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,21:43,03:00
2024-09-06,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,16:46,22:25
2026-03-28,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,20:43,01:47
2025-11-04,MSB22008,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),12:31,14:40
2026-04-09,SWP25079,Social Work,Ph.D. in Social Work,22:42,03:00
2024-11-12,EGI21049,English,Integrated M.A. in English,14:10,15:52
2026-03-23,COM25133,Commerce,M.Com,11:25,18:09
2025-08-23,CEB24155,Civil Engineering,B. Tech. in Civil Engineering,17:45,18:15
2024-11-18,FEB20005,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,22:01,23:16
2024-05-20,CSM21168,Computer Science & Engineering,Master of Computer Application  (MCA),16:44,23:27
2025-08-27,SOM24293,Sociology,M.A. in Sociology,19:06,23:26
2025-09-15,SWP25079,Social Work,Ph.D. in Social Work,18:04,21:58
2025-01-13,EDM22210,Education,M. A. in Education,19:13,00:43
2026-05-01,PHI24246,Physics,Integrated M. Sc. in Physics,21:17,00:24
2025-03-16,MSM23218,Mathematical Sciences,M. Sc. in Mathematics,14:50,15:36
2024-05-09,MSB21082,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),19:36,22:06
2024-12-01,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,17:34,22:07
2025-05-30,EGL22151,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,11:33,14:36
2025-08-08,PHP23245,Physics,Ph.D. in Physics,13:43,15:13
2025-12-09,CEP21078,Civil Engineering,Ph.D. in Civil Engineering,00:12,03:00
2026-01-31,FEB24056,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,21:45,02:37
2024-08-13,FLB20221,Linguistics and Language Technology,BA in Chinese,13:38,16:09
2025-05-29,EDB20226,Education,B. Ed.,20:55,01:23
2026-02-05,CTM22153,Cultural Studies,M.A. in Cultural Studies,12:29,15:15
2025-12-06,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,12:16,17:35
2025-03-12,BAT21166,Business Administration,Master of Tourism & Travel Management,09:55,15:56
2025-08-07,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,17:55,23:40
2025-03-19,ASM20130,Assamese,M.A. in Assamese,22:12,03:00
2026-03-19,EGE25271,English,M. A. in English,17:36,18:41
2024-11-08,SWP23026,Social Work,Ph.D. in Social Work,10:21,10:56
2025-08-29,COP24039,Commerce,Ph.D. in Commerce,13:48,18:30
2025-03-29,CHP21144,Chemical Sciences,Ph.D. in Chemical Sciences,23:11,03:00
2025-08-23,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,10:13,12:15
2026-04-08,LLP25002,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,19:30,22:26
2025-01-29,CTP21207,Cultural Studies,Ph.D. in Cultural Studies,13:14,14:19
2025-01-11,MSP20073,Mathematical Sciences,Ph.D. in Mathematical Sciences,15:55,22:50
2024-10-20,FET22096,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,15:16,16:27
2025-04-27,EEP20274,Electrical Engineering,Ph.D. in Electrical Engineering,01:01,03:00
2024-11-07,DEP20046,Design,Ph.D. in Design,13:53,14:26
2024-08-18,SOM24143,Sociology,M.A. in Sociology,13:33,18:40
2025-08-12,EGI22108,English,Integrated M.A. in English,12:31,19:16
2026-03-19,EDT21297,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,18:25,22:51
2025-12-19,FEP25116,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,21:33,02:46
2025-02-07,DEM21017,Design,Master of Design,10:19,18:17
2026-01-08,DEB25289,Design,B. Des.,18:09,21:31
2025-02-23,FLB23228,Linguistics and Language Technology,BA in Chinese,11:18,12:51
2024-11-30,ASM23284,Assamese,M.A. in Assamese,21:01,22:26
2024-11-08,WSM23031,Women Study,M. A. in Women Studies,20:28,22:10
2024-10-11,CHM21095,Chemical Sciences,M. Sc. in Chemistry,17:26,22:24
2024-11-11,LLP20138,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,14:47,20:21
2025-06-08,SWM22088,Social Work,M. A. in Social Work,17:38,22:56
2025-09-13,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,01:50,03:00
2024-08-01,MBM24277,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,23:54,02:32
2025-05-06,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,16:26,21:16
2025-11-06,ENP20281,Energy,Ph.D. in Energy,15:47,20:47
2025-10-13,MCP20107,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,20:01,23:27
2025-03-03,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,20:02,23:36
2026-03-20,CEM25182,Civil Engineering,M. Tech. in Civil Engineering,13:26,20:08
2025-04-13,CHM23229,Chemical Sciences,M. Sc. in Chemistry,16:22,19:56
2024-10-10,BAT21166,Business Administration,Master of Tourism & Travel Management,01:01,03:00
2025-07-01,BAT21198,Business Administration,Master of Tourism & Travel Management,13:24,20:52
2025-04-02,COP24039,Commerce,Ph.D. in Commerce,21:49,03:00
2026-01-04,CSP23020,Computer Science & Engineering,Ph.D. in Computer Science & Engineering,19:42,22:17
2025-09-04,BAM23180,Business Administration,Master of Business Administration,19:08,20:25
2025-07-13,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,01:19,03:00
2024-08-23,MSB22008,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),11:55,18:25
2026-03-24,ASP24139,Assamese,Ph.D. in Assamese,20:31,22:37
2025-10-16,APP21028,Applied Sciences,Ph.D. in Applied Sciences,10:20,17:18
2025-01-08,CTM22153,Cultural Studies,M.A. in Cultural Studies,22:09,01:05
2024-05-21,LLP21208,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,21:19,02:15
2026-04-03,MSP25004,Mathematical Sciences,Ph.D. in Mathematical Sciences,16:34,22:16
2024-10-20,PHI24246,Physics,Integrated M. Sc. in Physics,21:00,02:20
2024-08-21,HIM22084,Hindi,M. A. in Hindi,20:16,01:22
2025-10-19,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,20:36,01:51
2025-03-03,MCP21275,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,12:39,15:00
2026-04-06,CSM22121,Computer Science & Engineering,Master of Computer Application  (MCA),00:50,03:00
2025-10-17,ECB25001,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,14:44,22:01
2026-04-21,MCM24029,Mass Communication & Journalism,M. A. in Mass Communication & Journalism,10:00,11:59
2025-12-17,PHP25250,Physics,Ph.D. in Physics,18:02,01:33
2024-06-20,ESE20233,Environmental Sciences,M. Sc. in Environmental Science,20:05,03:00
2025-09-24,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,21:29,23:05
2025-08-12,FEB23047,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,10:56,18:16
2026-03-04,FEP25272,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,01:36,03:00
2025-10-10,MCP24253,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,20:31,22:15
2024-05-10,MEP22142,Mechanical Engineering,Ph.D. in Mechanical Engineering,23:00,01:49
2024-07-07,PHP23083,Physics,Ph.D. in Physics,21:02,03:00
2024-11-02,EEP20135,Electrical Engineering,Ph.D. in Electrical Engineering,18:36,22:33
2026-03-29,PHM20115,Physics,M. Sc. in Physics,22:14,02:58
2024-05-19,SOM23217,Sociology,M.A. in Sociology,14:57,20:45
2024-11-13,COI23128,Commerce,Integrated M. Com.,00:24,03:00
2024-05-26,SOM22025,Sociology,M.A. in Sociology,17:30,23:06
2026-02-05,PHI23019,Physics,Integrated M. Sc. in Physics,15:01,16:16
2024-08-15,PHP23083,Physics,Ph.D. in Physics,21:00,03:00
2024-07-16,BAM20295,Business Administration,MBA (Executive) – Online/Part -time,16:05,23:35
2024-12-16,COP24039,Commerce,Ph.D. in Commerce,16:09,20:14
