Date,Roll No,Department,Programme,Entry Time,Exit Time,Study_Duration_Hours,Entry_Hour
2026-01-31,CHM20010,Chemical Sciences,M. Sc. in Chemistry,2026-05-06 21:54:00,2026-05-06 03:00:00,-18.9,21
2025-09-07,EGL24013,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 16:31:00,2026-05-06 19:09:00,2.6333333333333333,16
2024-11-10,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 14:25:00,2026-05-06 15:26:00,1.0166666666666666,14
2025-10-08,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 01:20:00,2026-05-06 03:00:00,1.6666666666666667,1
2025-11-14,EGE22235,English,M. A. in English,2026-05-06 12:07:00,2026-05-06 15:13:00,3.1,12
2024-11-11,EGE24099,English,M. A. in English,2026-05-06 23:51:00,2026-05-06 01:46:00,-22.083333333333332,23
2024-09-19,DEM24129,Design,Master of Design,2026-05-06 16:37:00,2026-05-06 22:11:00,5.566666666666666,16
2026-03-25,SOM23217,Sociology,M.A. in Sociology,2026-05-06 15:33:00,2026-05-06 19:35:00,4.033333333333333,15
2026-01-02,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 09:42:00,2026-05-06 12:02:00,2.3333333333333335,9
2026-03-02,BAT21198,Business Administration,Master of Tourism & Travel Management,2026-05-06 10:28:00,2026-05-06 14:29:00,4.016666666666667,10
2024-06-08,MSP22179,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 00:46:00,2026-05-06 03:00:00,2.2333333333333334,0
2026-04-27,COM25242,Commerce,M.Com,2026-05-06 21:28:00,2026-05-06 02:39:00,-18.816666666666666,21
2024-10-18,PHI21225,Physics,Integrated M. Sc. in Physics,2026-05-06 21:39:00,2026-05-06 01:09:00,-20.5,21
2024-10-09,SWM20161,Social Work,M. A. in Social Work,2026-05-06 00:41:00,2026-05-06 03:00:00,2.316666666666667,0
2024-11-07,ECP23238,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,2026-05-06 15:32:00,2026-05-06 20:50:00,5.3,15
2024-08-28,EEP24268,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 11:06:00,2026-05-06 12:19:00,1.2166666666666666,11
2025-08-25,PHP23245,Physics,Ph.D. in Physics,2026-05-06 09:35:00,2026-05-06 10:36:00,1.0166666666666666,9
2026-01-21,ENE24194,Energy,M. Tech in Energy Technology,2026-05-06 10:02:00,2026-05-06 12:39:00,2.6166666666666667,10
2024-10-25,SOM24060,Sociology,M.A. in Sociology,2026-05-06 09:12:00,2026-05-06 15:02:00,5.833333333333333,9
2025-02-18,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 01:42:00,2026-05-06 03:00:00,1.3,1
2025-06-01,PHB21256,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 23:44:00,2026-05-06 03:00:00,-20.733333333333334,23
2025-12-29,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 18:16:00,2026-05-06 01:21:00,-16.916666666666668,18
2025-10-16,BAT24164,Business Administration,Master of Tourism & Travel Management,2026-05-06 19:29:00,2026-05-06 02:51:00,-16.633333333333333,19
2025-03-26,WSP20286,Women Study,Ph.D. in Women Study,2026-05-06 16:21:00,2026-05-06 17:50:00,1.4833333333333334,16
2025-02-05,WSP22061,Women Study,Ph.D. in Women Study,2026-05-06 13:18:00,2026-05-06 20:46:00,7.466666666666667,13
2024-05-08,CTP21207,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 09:11:00,2026-05-06 12:16:00,3.0833333333333335,9
2025-01-04,CHP24193,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 14:54:00,2026-05-06 22:40:00,7.766666666666667,14
2025-01-26,DEM22034,Design,Master of Design,2026-05-06 11:57:00,2026-05-06 18:13:00,6.266666666666667,11
2025-03-04,EEP22174,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 22:19:00,2026-05-06 23:10:00,0.85,22
2024-08-21,LLP23033,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 10:18:00,2026-05-06 15:47:00,5.483333333333333,10
2025-03-14,APP21184,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 13:14:00,2026-05-06 19:43:00,6.483333333333333,13
2025-07-02,PHM21300,Physics,M. Sc. in Physics,2026-05-06 18:34:00,2026-05-06 23:35:00,5.016666666666667,18
2026-01-29,BAM21258,Business Administration,Master of Business Administration,2026-05-06 18:22:00,2026-05-06 01:25:00,-16.95,18
2026-01-06,EDM25292,Education,M. A. in Education,2026-05-06 17:43:00,2026-05-06 00:40:00,-17.05,17
2026-03-22,PHP23083,Physics,Ph.D. in Physics,2026-05-06 14:02:00,2026-05-06 20:00:00,5.966666666666667,14
2025-08-04,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 18:30:00,2026-05-06 23:32:00,5.033333333333333,18
2025-05-27,EGE24099,English,M. A. in English,2026-05-06 15:49:00,2026-05-06 19:55:00,4.1,15
2025-10-25,EGP20243,English,Ph.D. in English,2026-05-06 23:13:00,2026-05-06 02:46:00,-20.45,23
2025-11-23,FEB23227,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 16:47:00,2026-05-06 22:45:00,5.966666666666667,16
2026-01-10,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 13:22:00,2026-05-06 16:09:00,2.783333333333333,13
2025-08-17,EDE25291,Education,M. Ed.,2026-05-06 01:03:00,2026-05-06 02:00:00,0.95,1
2026-03-20,EDM22210,Education,M. A. in Education,2026-05-06 13:34:00,2026-05-06 17:22:00,3.8,13
2026-03-16,EDP21076,Education,Ph.D. in Education,2026-05-06 16:32:00,2026-05-06 21:37:00,5.083333333333333,16
2026-04-24,BAT22148,Business Administration,Master of Tourism & Travel Management,2026-05-06 23:25:00,2026-05-06 01:32:00,-21.883333333333333,23
2026-04-05,CHP20106,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 17:10:00,2026-05-06 18:06:00,0.9333333333333333,17
2026-02-18,CEM25007,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 13:19:00,2026-05-06 20:31:00,7.2,13
2026-03-03,SWP25079,Social Work,Ph.D. in Social Work,2026-05-06 15:54:00,2026-05-06 16:32:00,0.6333333333333333,15
2025-11-06,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,2026-05-06 00:15:00,2026-05-06 03:00:00,2.75,0
2026-01-18,BAM23180,Business Administration,Master of Business Administration,2026-05-06 10:25:00,2026-05-06 10:57:00,0.5333333333333333,10
2025-01-08,APP21028,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 19:59:00,2026-05-06 02:29:00,-17.5,19
2025-07-04,ECP21111,Electronics & Communication Engineering,Ph.D. in Electronics & Communication Engineering,2026-05-06 21:15:00,2026-05-06 01:50:00,-19.416666666666668,21
2026-04-10,BAT21215,Business Administration,Master of Tourism & Travel Management,2026-05-06 17:43:00,2026-05-06 21:26:00,3.716666666666667,17
2025-09-15,BAM22077,Business Administration,Master of Business Administration,2026-05-06 09:34:00,2026-05-06 17:30:00,7.933333333333334,9
2025-08-01,MEB25072,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 23:40:00,2026-05-06 02:47:00,-20.883333333333333,23
2024-10-01,MSM24200,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 19:17:00,2026-05-06 00:02:00,-19.25,19
2025-03-27,WSP21105,Women Study,Ph.D. in Women Study,2026-05-06 11:59:00,2026-05-06 13:35:00,1.6,11
2025-12-26,LLP23033,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 16:30:00,2026-05-06 20:36:00,4.1,16
2025-02-21,APP21028,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 12:16:00,2026-05-06 19:12:00,6.933333333333334,12
2025-09-25,SWP25079,Social Work,Ph.D. in Social Work,2026-05-06 12:06:00,2026-05-06 13:26:00,1.3333333333333333,12
2025-10-27,MSP24282,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 22:47:00,2026-05-06 01:28:00,-21.316666666666666,22
2025-10-03,WSP23067,Women Study,Ph.D. in Women Study,2026-05-06 02:22:00,2026-05-06 03:00:00,0.6333333333333333,2
2024-12-14,WSP21105,Women Study,Ph.D. in Women Study,2026-05-06 23:09:00,2026-05-06 03:00:00,-20.15,23
2025-11-21,CSE25092,Computer Science & Engineering,M. Tech. in Data Science,2026-05-06 00:12:00,2026-05-06 02:14:00,2.033333333333333,0
2026-04-03,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 19:13:00,2026-05-06 01:46:00,-17.45,19
2025-06-15,CHP24119,Chemical Sciences,Ph.D. in Chemical Sciences,2026-05-06 21:51:00,2026-05-06 03:00:00,-18.85,21
2025-08-30,EDT25169,Electronics & Communication Engineering,M. Tech. in Electronics Design & Technology,2026-05-06 21:46:00,2026-05-06 03:00:00,-18.766666666666666,21
2026-04-30,MSB25181,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 11:58:00,2026-05-06 19:06:00,7.133333333333334,11
2025-02-10,MBM23264,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 16:29:00,2026-05-06 18:39:00,2.1666666666666665,16
2025-08-12,EEP24268,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 11:35:00,2026-05-06 18:09:00,6.566666666666666,11
2024-12-20,EGL22151,Linguistics and Language Technology,M. A. in Linguistics & Languages Technology,2026-05-06 23:09:00,2026-05-06 02:08:00,-21.016666666666666,23
2025-01-07,ECS23288,Electronics & Communication Engineering,M. Tech. in Semiconductor Technology,2026-05-06 23:40:00,2026-05-06 03:00:00,-20.666666666666668,23
2024-10-07,COP21145,Commerce,Ph.D. in Commerce,2026-05-06 19:58:00,2026-05-06 02:08:00,-17.833333333333332,19
2024-07-09,EEP21016,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 13:02:00,2026-05-06 19:08:00,6.1,13
2025-10-11,COP24039,Commerce,Ph.D. in Commerce,2026-05-06 14:24:00,2026-05-06 19:26:00,5.033333333333333,14
2025-10-24,EEP23188,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 23:39:00,2026-05-06 02:11:00,-21.466666666666665,23
2025-01-18,SOP24062,Sociology,Ph.D. in Sociology,2026-05-06 22:46:00,2026-05-06 03:00:00,-19.766666666666666,22
2024-11-30,HIM23113,Hindi,M. A. in Hindi,2026-05-06 02:15:00,2026-05-06 03:00:00,0.75,2
2025-10-24,EGE25203,English,M. A. in English,2026-05-06 09:30:00,2026-05-06 10:41:00,1.1833333333333333,9
2026-04-06,EEP20135,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 02:12:00,2026-05-06 03:00:00,0.8,2
2025-11-16,MSM20132,Mathematical Sciences,M. Sc. in Mathematics,2026-05-06 12:43:00,2026-05-06 15:12:00,2.4833333333333334,12
2026-01-13,CSB22064,Computer Science & Engineering,B. Tech. in Computer Science and Engineering,2026-05-06 16:37:00,2026-05-06 00:36:00,-16.016666666666666,16
2024-09-05,DEM21017,Design,Master of Design,2026-05-06 16:04:00,2026-05-06 23:06:00,7.033333333333333,16
2025-01-11,HIM20177,Hindi,M. A. in Hindi,2026-05-06 14:56:00,2026-05-06 15:33:00,0.6166666666666667,14
2024-08-09,EGE24099,English,M. A. in English,2026-05-06 00:14:00,2026-05-06 03:00:00,2.7666666666666666,0
2025-06-03,MEB22066,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 17:35:00,2026-05-06 21:34:00,3.9833333333333334,17
2025-04-05,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 19:05:00,2026-05-06 21:35:00,2.5,19
2026-04-17,CHI24044,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 15:13:00,2026-05-06 17:58:00,2.75,15
2024-05-08,BAM22052,Business Administration,Certificate in NSE Academy Certified Capital Market,2026-05-06 21:20:00,2026-05-06 00:43:00,-20.616666666666667,21
2025-10-27,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,2026-05-06 12:50:00,2026-05-06 14:01:00,1.1833333333333333,12
2026-04-28,SWM20161,Social Work,M. A. in Social Work,2026-05-06 12:55:00,2026-05-06 16:40:00,3.75,12
2026-03-08,BAT21166,Business Administration,Master of Tourism & Travel Management,2026-05-06 13:47:00,2026-05-06 15:48:00,2.0166666666666666,13
2024-06-20,CEM23041,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 23:12:00,2026-05-06 00:25:00,-22.783333333333335,23
2026-04-13,ENE24069,Energy,M. Tech in Energy Technology,2026-05-06 01:33:00,2026-05-06 03:00:00,1.45,1
2025-12-27,HIP24167,Hindi,Ph.D. in Hindi,2026-05-06 20:06:00,2026-05-06 23:01:00,2.9166666666666665,20
2025-08-26,ASM20130,Assamese,M.A. in Assamese,2026-05-06 16:59:00,2026-05-06 00:27:00,-16.533333333333335,16
2024-10-29,MBM24277,Molecular Biology & Biotechnology,M. Sc. in Molecular Biology and Biotechnology,2026-05-06 09:26:00,2026-05-06 16:01:00,6.583333333333333,9
2024-10-21,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 17:11:00,2026-05-06 00:21:00,-16.833333333333332,17
2026-03-31,MRP25163,Multidisciplinary Research,Ph.D. in Multidisciplinary Research,2026-05-06 22:40:00,2026-05-06 03:00:00,-19.666666666666668,22
2025-05-12,PHP23122,Physics,Ph.D. in Physics,2026-05-06 19:19:00,2026-05-06 02:55:00,-16.4,19
2025-10-29,MEP22142,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 16:37:00,2026-05-06 20:19:00,3.7,16
2026-01-10,ASP22299,Assamese,Ph.D. in Assamese,2026-05-06 17:02:00,2026-05-06 22:54:00,5.866666666666666,17
2026-01-23,EDB24211,Education,B. Ed.,2026-05-06 18:06:00,2026-05-06 23:59:00,5.883333333333334,18
2025-10-30,LLP24248,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 19:32:00,2026-05-06 21:04:00,1.5333333333333334,19
2025-03-22,DEM21017,Design,Master of Design,2026-05-06 01:01:00,2026-05-06 02:17:00,1.2666666666666666,1
2026-04-09,BAM21258,Business Administration,Master of Business Administration,2026-05-06 00:20:00,2026-05-06 00:52:00,0.5333333333333333,0
2025-11-11,MSB22162,Mathematical Sciences,Integrated B.Sc.B.Ed. (Mathematics Major),2026-05-06 00:51:00,2026-05-06 03:00:00,2.15,0
2025-01-26,CTP24263,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 12:02:00,2026-05-06 14:08:00,2.1,12
2025-09-11,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,2026-05-06 15:08:00,2026-05-06 15:54:00,0.7666666666666667,15
2025-06-22,FET24278,Food Engineering & Technology,M. Tech. in Food Engineering & Technology,2026-05-06 18:15:00,2026-05-06 21:46:00,3.5166666666666666,18
2025-01-25,FEB22146,Food Engineering & Technology,B. Tech. in Food Engineering and Technology,2026-05-06 20:05:00,2026-05-06 21:04:00,0.9833333333333333,20
2024-09-07,PHB21147,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 18:24:00,2026-05-06 01:51:00,-16.55,18
2024-07-07,SOP21090,Sociology,Ph.D. in Sociology,2026-05-06 20:59:00,2026-05-06 02:30:00,-18.483333333333334,20
2025-12-29,EGP22186,English,Ph.D. in English,2026-05-06 15:55:00,2026-05-06 20:47:00,4.866666666666666,15
2025-01-02,CTP23171,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 19:34:00,2026-05-06 03:00:00,-16.566666666666666,19
2025-07-20,APP21028,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 10:49:00,2026-05-06 13:24:00,2.5833333333333335,10
2024-12-26,BAT21166,Business Administration,Master of Tourism & Travel Management,2026-05-06 12:11:00,2026-05-06 13:56:00,1.75,12
2026-02-13,MEP22142,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 17:27:00,2026-05-06 18:19:00,0.8666666666666667,17
2026-03-18,BAM25080,Business Administration,Certificate in NSE Academy Certified Capital Market,2026-05-06 18:53:00,2026-05-06 21:49:00,2.933333333333333,18
2025-05-14,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 23:27:00,2026-05-06 03:00:00,-20.45,23
2025-12-07,COI23128,Commerce,Integrated M. Com.,2026-05-06 10:51:00,2026-05-06 14:14:00,3.3833333333333333,10
2024-09-22,EEB24224,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 09:49:00,2026-05-06 12:27:00,2.6333333333333333,9
2024-06-26,MCP21098,Mass Communication & Journalism,Ph.D. in Mass Communication & Journalism,2026-05-06 20:36:00,2026-05-06 03:00:00,-17.6,20
2025-11-27,ECB25296,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 17:33:00,2026-05-06 20:33:00,3.0,17
2024-08-23,ECB24054,Electronics & Communication Engineering,B. Tech. in Electronics and Comm. Engineering,2026-05-06 15:15:00,2026-05-06 17:10:00,1.9166666666666667,15
2025-04-30,ASM20130,Assamese,M.A. in Assamese,2026-05-06 23:00:00,2026-05-06 00:24:00,-22.6,23
2024-08-20,DEP21240,Design,Ph.D. in Design,2026-05-06 15:20:00,2026-05-06 16:07:00,0.7833333333333333,15
2026-02-13,BAT21198,Business Administration,Master of Tourism & Travel Management,2026-05-06 01:32:00,2026-05-06 03:00:00,1.4666666666666666,1
2024-11-26,CTP23109,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 14:09:00,2026-05-06 16:11:00,2.033333333333333,14
2025-09-09,CEM24183,Civil Engineering,M. Tech. in Civil Engineering,2026-05-06 01:17:00,2026-05-06 03:00:00,1.7166666666666666,1
2024-05-13,WSP21105,Women Study,Ph.D. in Women Study,2026-05-06 00:33:00,2026-05-06 03:00:00,2.45,0
2025-10-04,PHB20269,Physics,Integrated B.Sc.B.Ed. (Physics Major),2026-05-06 09:58:00,2026-05-06 14:29:00,4.516666666666667,9
2025-06-13,EGI21049,English,Integrated M.A. in English,2026-05-06 22:06:00,2026-05-06 02:43:00,-19.383333333333333,22
2024-06-30,CHI23232,Chemical Sciences,Integrated M.Sc. in Chemistry,2026-05-06 13:58:00,2026-05-06 18:38:00,4.666666666666667,13
2026-04-13,COM25133,Commerce,M.Com,2026-05-06 01:17:00,2026-05-06 03:00:00,1.7166666666666666,1
2024-07-24,WSP22222,Women Study,Ph.D. in Women Study,2026-05-06 23:57:00,2026-05-06 03:00:00,-20.95,23
2025-10-24,ESE23157,Environmental Sciences,M. Sc. in Environmental Science,2026-05-06 18:18:00,2026-05-06 23:52:00,5.566666666666666,18
2024-06-30,FLB23255,Linguistics and Language Technology,BA in Chinese,2026-05-06 18:20:00,2026-05-06 20:08:00,1.8,18
2024-11-21,SOP22027,Sociology,Ph.D. in Sociology,2026-05-06 19:02:00,2026-05-06 00:21:00,-18.683333333333334,19
2025-12-03,EEB20265,Electrical Engineering,B. Tech. in Electrical Engineering,2026-05-06 10:11:00,2026-05-06 13:44:00,3.55,10
2026-04-26,MEM22252,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 21:02:00,2026-05-06 00:48:00,-20.233333333333334,21
2024-11-25,APP21285,Applied Sciences,Ph.D. in Applied Sciences,2026-05-06 20:56:00,2026-05-06 03:00:00,-17.933333333333334,20
2026-03-19,MEM25276,Mechanical Engineering,M. Tech in Mechanical Engineering,2026-05-06 11:03:00,2026-05-06 13:20:00,2.283333333333333,11
2024-11-13,DEP20046,Design,Ph.D. in Design,2026-05-06 13:24:00,2026-05-06 20:55:00,7.516666666666667,13
2026-04-06,SWP25079,Social Work,Ph.D. in Social Work,2026-05-06 14:09:00,2026-05-06 15:26:00,1.2833333333333334,14
2024-08-22,MEP24125,Mechanical Engineering,Ph.D. in Mechanical Engineering,2026-05-06 17:09:00,2026-05-06 21:50:00,4.683333333333334,17
2025-10-16,COM25133,Commerce,M.Com,2026-05-06 11:34:00,2026-05-06 12:46:00,1.2,11
2026-03-10,MSP22179,Mathematical Sciences,Ph.D. in Mathematical Sciences,2026-05-06 01:52:00,2026-05-06 03:00:00,1.1333333333333333,1
2026-02-20,CST21178,Computer Science & Engineering,M. Tech. in Computer Science and Engineering,2026-05-06 15:14:00,2026-05-06 20:52:00,5.633333333333334,15
2026-01-04,DEM21017,Design,Master of Design,2026-05-06 19:31:00,2026-05-06 00:54:00,-18.616666666666667,19
2025-12-16,MEB25036,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 01:06:00,2026-05-06 03:00:00,1.9,1
2026-02-18,CTM25173,Cultural Studies,M.A. in Cultural Studies,2026-05-06 22:13:00,2026-05-06 23:44:00,1.5166666666666666,22
2025-08-11,CTM25173,Cultural Studies,M.A. in Cultural Studies,2026-05-06 01:46:00,2026-05-06 03:00:00,1.2333333333333334,1
2025-09-05,CTP24102,Cultural Studies,Ph.D. in Cultural Studies,2026-05-06 15:56:00,2026-05-06 19:10:00,3.2333333333333334,15
2024-05-31,ASM23199,Assamese,M.A. in Assamese,2026-05-06 10:51:00,2026-05-06 17:11:00,6.333333333333333,10
2026-04-25,PHP23245,Physics,Ph.D. in Physics,2026-05-06 10:45:00,2026-05-06 16:07:00,5.366666666666666,10
2024-09-16,MEB24123,Mechanical Engineering,B. Tech. in Mechanical Engineering,2026-05-06 11:27:00,2026-05-06 18:18:00,6.85,11
2025-07-14,LLP23023,Linguistics and Language Technology,Ph.D. in Linguistics and Language Technology,2026-05-06 18:24:00,2026-05-06 19:01:00,0.6166666666666667,18
2024-10-29,EEP23236,Electrical Engineering,Ph.D. in Electrical Engineering,2026-05-06 12:12:00,2026-05-06 19:33:00,7.35,12
2025-10-02,ASM20130,Assamese,M.A. in Assamese,2026-05-06 19:18:00,2026-05-06 01:47:00,-17.516666666666666,19
2025-10-04,FEP25127,Food Engineering & Technology,Ph.D. in Food Engineering & Technology,2026-05-06 09:41:00,2026-05-06 14:08:00,4.45,9
2025-04-03,BAM23213,Business Administration,Certificate in NSE Academy Certified Capital Market,2026-05-06 18:47:00,2026-05-06 21:35:00,2.8,18
